PAW protein_summary_9 results file
written: Sat Jun 20 13:37:25 2020

 	=subtotal(109,B6:B8685)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
310.0	1	sp|A8MW92|P20L1_HUMAN	 	16.8	1017	115009	PHD finger protein 20-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=PHF20L1 PE=1 SV=2	19	19	1.000	10	9	10	9	10.000	9.000	 
311.0	1	sp|A8MWD9|RUXGL_HUMAN	 	27.6	76	8544	Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens (Human) OX=9606 GN=SNRPGP15 PE=5 SV=2	40	40	1.000	22	18	22	18	22.000	18.000	 
311.0001	1	sp|P62308|RUXG_HUMAN	redundant	27.6	76	8496	Small nuclear ribonucleoprotein G OS=Homo sapiens (Human) OX=9606 GN=SNRPG PE=1 SV=1	40	40	1.000	22	18	22	18	22.000	18.000	 
312.0	1	sp|A8MXV4|NUD19_HUMAN	 	19.5	375	42233	Nucleoside diphosphate-linked moiety X motif 19 OS=Homo sapiens (Human) OX=9606 GN=NUDT19 PE=1 SV=1	13	13	1.000	7	6	7	6	7.000	6.000	 
313.0	1	sp|A9UHW6|MI4GD_HUMAN	 	33.3	222	25423	MIF4G domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=MIF4GD PE=1 SV=1	16	16	1.000	10	6	10	6	10.000	6.000	 
314.0	1	sp|B0YJ81|HACD1_HUMAN	 	4.5	288	32387	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 OS=Homo sapiens (Human) OX=9606 GN=HACD1 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
315.0	1	sp|B1AJZ9|FHAD1_HUMAN	 	2.1	1412	161902	Forkhead-associated domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=FHAD1 PE=2 SV=2	2	2	1.000	0	2	0	2	0.000	2.000	 
316.0	1	sp|B2RBV5|MRUPP_HUMAN	 	32.8	119	13369	Putative MORF4 family-associated protein 1-like protein UPP OS=Homo sapiens (Human) OX=9606 GN=- PE=1 SV=1	7	7	1.000	2	5	2	5	2.000	5.000	 
317.0	1	sp|B2RTY4|MYO9A_HUMAN	 	7.3	2548	292702	Unconventional myosin-IXa OS=Homo sapiens (Human) OX=9606 GN=MYO9A PE=1 SV=2	23	23	1.000	7	16	7	16	7.000	16.000	 
318.0	1	sp|B3KU38|IQIP1_HUMAN	 	4.6	563	62247	IQCJ-SCHIP1 readthrough transcript protein OS=Homo sapiens (Human) OX=9606 GN=IQCJ-SCHIP1 PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
318.0001	1	sp|P0DPB3|SCHI1_HUMAN	redundant	5.3	487	53479	Schwannomin-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=SCHIP1 PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
319.0	1	sp|B7ZAQ6|GPHRA_HUMAN	 	7.9	455	52916	Golgi pH regulator A OS=Homo sapiens (Human) OX=9606 GN=GPR89A PE=1 SV=2	6	6	1.000	3	3	3	3	3.000	3.000	 
319.0001	1	sp|P0CG08|GPHRB_HUMAN	redundant	7.9	455	52916	Golgi pH regulator B OS=Homo sapiens (Human) OX=9606 GN=GPR89B PE=1 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
320.0	1	sp|C4AMC7|WASH3_HUMAN	 	25.3	463	49994	Putative WAS protein family homolog 3 OS=Homo sapiens (Human) OX=9606 GN=WASH3P PE=1 SV=2	28	28	1.000	19	9	19	9	19.000	9.000	 
320.0001	1	sp|Q6VEQ5|WASH2_HUMAN	redundant	25.2	465	50311	WAS protein family homolog 2 OS=Homo sapiens (Human) OX=9606 GN=WASH2P PE=2 SV=2	28	28	1.000	19	9	19	9	19.000	9.000	 
321.0	1	sp|C9J798|RAS4B_HUMAN	 	17.4	803	90405	Ras GTPase-activating protein 4B OS=Homo sapiens (Human) OX=9606 GN=RASA4B PE=3 SV=2	16	16	1.000	5	11	5	11	5.000	11.000	 
321.0001	1	sp|O43374|RASL2_HUMAN	redundant	17.4	803	90457	Ras GTPase-activating protein 4 OS=Homo sapiens (Human) OX=9606 GN=RASA4 PE=2 SV=2	16	16	1.000	5	11	5	11	5.000	11.000	 
322.0	1	sp|C9J7I0|UMAD1_HUMAN	 	38.7	137	15200	UBAP1-MVB12-associated (UMA)-domain containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=UMAD1 PE=2 SV=2	5	5	1.000	1	4	1	4	1.000	4.000	 
323.0	1	sp|C9JLW8|MCRI1_HUMAN	 	46.4	97	10920	Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=MCRIP1 PE=1 SV=1	10	10	1.000	5	5	5	5	5.000	5.000	 
324.0	1	sp|E7EW31|PROB1_HUMAN	 	1.7	1015	106916	Proline-rich basic protein 1 OS=Homo sapiens (Human) OX=9606 GN=PROB1 PE=2 SV=2	2	2	1.000	0	2	0	2	0.000	2.000	 
325.0	1	sp|E9PAV3|NACAM_HUMAN	 	4.4	2078	205419	Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens (Human) OX=9606 GN=NACA PE=1 SV=1	170	170	1.000	49	121	49	121	49.000	121.000	 
326.0	1	sp|E9PRG8|CK098_HUMAN	 	41.5	123	14234	Uncharacterized protein C11orf98 OS=Homo sapiens (Human) OX=9606 GN=C11orf98 PE=4 SV=2	24	24	1.000	20	4	20	4	20.000	4.000	 
327.0	1	sp|L0R819|ASURF_HUMAN	 	77.1	96	11250	ASNSD1 upstream open reading frame protein OS=Homo sapiens (Human) OX=9606 GN=ASDURF PE=1 SV=1	17	17	1.000	7	10	7	10	7.000	10.000	 
328.0	1	sp|O00115|DNS2A_HUMAN	 	8.1	360	39580	Deoxyribonuclease-2-alpha OS=Homo sapiens (Human) OX=9606 GN=DNASE2 PE=1 SV=2	6	6	1.000	5	1	5	1	5.000	1.000	 
329.0	1	sp|O00116|ADAS_HUMAN	 	41.2	658	72911	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens (Human) OX=9606 GN=AGPS PE=1 SV=1	68	68	1.000	39	29	39	29	39.000	29.000	 
330.0	1	sp|O00124|UBXN8_HUMAN	 	13.0	270	30541	UBX domain-containing protein 8 OS=Homo sapiens (Human) OX=9606 GN=UBXN8 PE=1 SV=2	2	2	1.000	2	0	2	0	2.000	0.000	 
331.0	1	sp|O00139|KIF2A_HUMAN	 	26.3	706	79954	Kinesin-like protein KIF2A OS=Homo sapiens (Human) OX=9606 GN=KIF2A PE=1 SV=3	86	76	0.884	43	43	38	38	40.500	40.836	sp|O00139|KIF2A_HUMAN, sp|Q99661|KIF2C_HUMAN
332.0	1	sp|O00142|KITM_HUMAN	 	23.0	265	31004	Thymidine kinase 2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=TK2 PE=1 SV=4	4	4	1.000	3	1	3	1	3.000	1.000	 
333.0	1	sp|O00148|DX39A_HUMAN	 	28.1	427	49129	ATP-dependent RNA helicase DDX39A OS=Homo sapiens (Human) OX=9606 GN=DDX39A PE=1 SV=2	226	49	0.217	91	135	18	31	43.765	75.164	sp|O00148|DX39A_HUMAN, sp|Q13838|DX39B_HUMAN
334.0	1	sp|O00151|PDLI1_HUMAN	 	64.4	329	36071	PDZ and LIM domain protein 1 OS=Homo sapiens (Human) OX=9606 GN=PDLIM1 PE=1 SV=4	38	38	1.000	20	18	20	18	20.000	18.000	 
335.0	1	sp|O00154|BACH_HUMAN	 	40.8	380	41796	Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens (Human) OX=9606 GN=ACOT7 PE=1 SV=3	58	58	1.000	43	15	43	15	43.000	15.000	 
336.0	1	sp|O00159|MYO1C_HUMAN	 	42.3	1063	121680	Unconventional myosin-Ic OS=Homo sapiens (Human) OX=9606 GN=MYO1C PE=1 SV=4	153	152	0.993	90	63	89	63	90.000	63.000	sp|O00159|MYO1C_HUMAN, sp|Q9UBC5|MYO1A_HUMAN
337.0	1	sp|O00161|SNP23_HUMAN	 	72.0	211	23354	Synaptosomal-associated protein 23 OS=Homo sapiens (Human) OX=9606 GN=SNAP23 PE=1 SV=1	59	59	1.000	22	37	22	37	22.000	37.000	 
338.0	1	sp|O00165|HAX1_HUMAN	 	46.2	279	31620	HCLS1-associated protein X-1 OS=Homo sapiens (Human) OX=9606 GN=HAX1 PE=1 SV=2	36	36	1.000	12	24	12	24	12.000	24.000	 
339.0	1	sp|O00170|AIP_HUMAN	 	45.5	330	37636	AH receptor-interacting protein OS=Homo sapiens (Human) OX=9606 GN=AIP PE=1 SV=2	49	49	1.000	24	25	24	25	24.000	25.000	 
340.0	1	sp|O00178|GTPB1_HUMAN	 	24.2	669	72453	GTP-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=GTPBP1 PE=1 SV=3	31	31	1.000	16	15	16	15	16.000	15.000	 
341.0	1	sp|O00186|STXB3_HUMAN	 	38.9	592	67764	Syntaxin-binding protein 3 OS=Homo sapiens (Human) OX=9606 GN=STXBP3 PE=1 SV=2	62	62	1.000	40	22	40	22	40.000	22.000	 
342.0	1	sp|O00189|AP4M1_HUMAN	 	14.3	453	49976	AP-4 complex subunit mu-1 OS=Homo sapiens (Human) OX=9606 GN=AP4M1 PE=1 SV=2	12	12	1.000	4	8	4	8	4.000	8.000	 
343.0	1	sp|O00192|ARVC_HUMAN	 	4.9	962	104641	Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens (Human) OX=9606 GN=ARVCF PE=1 SV=1	4	4	1.000	0	4	0	4	0.000	4.000	 
344.0	1	sp|O00193|SMAP_HUMAN	 	33.9	183	20332	Small acidic protein OS=Homo sapiens (Human) OX=9606 GN=SMAP PE=1 SV=1	57	57	1.000	42	15	42	15	42.000	15.000	 
345.0	1	sp|O00194|RB27B_HUMAN	 	40.4	218	24608	Ras-related protein Rab-27B OS=Homo sapiens (Human) OX=9606 GN=RAB27B PE=1 SV=4	19	19	1.000	10	9	10	9	10.000	9.000	 
346.0	1	sp|O00203|AP3B1_HUMAN	 	37.8	1094	121319	AP-3 complex subunit beta-1 OS=Homo sapiens (Human) OX=9606 GN=AP3B1 PE=1 SV=3	105	87	0.829	61	44	49	38	60.760	43.846	sp|O00203|AP3B1_HUMAN, sp|Q13367|AP3B2_HUMAN
347.0	1	sp|O00204|ST2B1_HUMAN	 	9.3	365	41307	Sulfotransferase 2B1 OS=Homo sapiens (Human) OX=9606 GN=SULT2B1 PE=1 SV=2	7	7	1.000	3	4	3	4	3.000	4.000	 
348.0	1	sp|O00213|APBB1_HUMAN	 	3.1	710	77243	Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens (Human) OX=9606 GN=APBB1 PE=1 SV=2	2	1	0.500	2	0	1	0	1.083	0.000	sp|O00213|APBB1_HUMAN, sp|Q92870|APBB2_HUMAN
349.0	1	sp|O00214|LEG8_HUMAN	 	46.7	317	35808	Galectin-8 OS=Homo sapiens (Human) OX=9606 GN=LGALS8 PE=1 SV=4	23	23	1.000	19	4	19	4	19.000	4.000	 
350.0	1	sp|O00217|NDUS8_HUMAN	 	26.7	210	23705	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=NDUFS8 PE=1 SV=1	23	23	1.000	6	17	6	17	6.000	17.000	 
351.0	1	sp|O00220|TR10A_HUMAN	 	16.9	468	50089	Tumor necrosis factor receptor superfamily member 10A OS=Homo sapiens (Human) OX=9606 GN=TNFRSF10A PE=1 SV=3	13	13	1.000	7	6	7	6	7.000	6.000	 
352.0	1	sp|O00221|IKBE_HUMAN	 	16.4	500	52863	NF-kappa-B inhibitor epsilon OS=Homo sapiens (Human) OX=9606 GN=NFKBIE PE=1 SV=3	9	9	1.000	6	3	6	3	6.000	3.000	 
353.0	1	sp|O00231|PSD11_HUMAN	 	66.8	422	47463	26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens (Human) OX=9606 GN=PSMD11 PE=1 SV=3	226	226	1.000	116	110	116	110	116.000	110.000	 
354.0	1	sp|O00232|PSD12_HUMAN	 	55.5	456	52904	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens (Human) OX=9606 GN=PSMD12 PE=1 SV=3	133	133	1.000	57	76	57	76	57.000	76.000	 
355.0	1	sp|O00233|PSMD9_HUMAN	 	33.6	223	24682	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens (Human) OX=9606 GN=PSMD9 PE=1 SV=3	31	31	1.000	16	15	16	15	16.000	15.000	 
356.0	1	sp|O00244|ATOX1_HUMAN	 	76.5	68	7402	Copper transport protein ATOX1 OS=Homo sapiens (Human) OX=9606 GN=ATOX1 PE=1 SV=1	28	28	1.000	19	9	19	9	19.000	9.000	 
357.0	1	sp|O00255|MEN1_HUMAN	 	11.2	615	68023	Menin OS=Homo sapiens (Human) OX=9606 GN=MEN1 PE=1 SV=4	10	10	1.000	5	5	5	5	5.000	5.000	 
358.0	1	sp|O00257|CBX4_HUMAN	 	25.5	560	61367	E3 SUMO-protein ligase CBX4 OS=Homo sapiens (Human) OX=9606 GN=CBX4 PE=1 SV=3	15	15	1.000	8	7	8	7	8.000	7.000	 
359.0	1	sp|O00258|WRB_HUMAN	 	12.1	174	19779	Tail-anchored protein insertion receptor WRB OS=Homo sapiens (Human) OX=9606 GN=WRB PE=1 SV=2	2	2	1.000	0	2	0	2	0.000	2.000	 
360.0	1	sp|O00264|PGRC1_HUMAN	 	44.1	195	21671	Membrane-associated progesterone receptor component 1 OS=Homo sapiens (Human) OX=9606 GN=PGRMC1 PE=1 SV=3	42	36	0.857	20	22	14	22	16.897	22.000	sp|O00264|PGRC1_HUMAN, sp|O15173|PGRC2_HUMAN
361.0	1	sp|O00267|SPT5H_HUMAN	 	35.6	1087	120998	Transcription elongation factor SPT5 OS=Homo sapiens (Human) OX=9606 GN=SUPT5H PE=1 SV=1	94	89	0.947	56	38	53	36	56.000	37.895	REV_Q8N8V2, sp|O00267|SPT5H_HUMAN
362.0	1	sp|O00268|TAF4_HUMAN	 	12.3	1085	110113	Transcription initiation factor TFIID subunit 4 OS=Homo sapiens (Human) OX=9606 GN=TAF4 PE=1 SV=2	24	24	1.000	8	16	8	16	8.000	16.000	 
363.0	1	sp|O00273|DFFA_HUMAN	 	48.0	331	36521	DNA fragmentation factor subunit alpha OS=Homo sapiens (Human) OX=9606 GN=DFFA PE=1 SV=1	62	62	1.000	34	28	34	28	34.000	28.000	 
364.0	1	sp|O00291|HIP1_HUMAN	 	27.8	1037	116220	Huntingtin-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=HIP1 PE=1 SV=5	55	51	0.927	22	33	20	31	20.800	32.000	sp|O00291|HIP1_HUMAN, sp|O75146|HIP1R_HUMAN
365.0	1	sp|O00299|CLIC1_HUMAN	 	73.9	241	26922	Chloride intracellular channel protein 1 OS=Homo sapiens (Human) OX=9606 GN=CLIC1 PE=1 SV=4	277	277	1.000	124	153	124	153	124.000	153.000	 
366.0	1	sp|O00303|EIF3F_HUMAN	 	46.2	357	37563	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens (Human) OX=9606 GN=EIF3F PE=1 SV=1	65	65	1.000	48	17	48	17	48.000	17.000	 
367.0	1	sp|O00308|WWP2_HUMAN	 	5.4	870	98911	NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Homo sapiens (Human) OX=9606 GN=WWP2 PE=1 SV=2	6	4	0.667	3	3	2	2	2.118	2.667	sp|O00308|WWP2_HUMAN, sp|Q96J02|ITCH_HUMAN, sp|Q9H0M0|WWP1_HUMAN
368.0	1	sp|O00311|CDC7_HUMAN	 	18.1	574	63888	Cell division cycle 7-related protein kinase OS=Homo sapiens (Human) OX=9606 GN=CDC7 PE=1 SV=1	13	13	1.000	6	7	6	7	6.000	7.000	 
369.0	1	sp|O00327|BMAL1_HUMAN	 	3.2	626	68761	Aryl hydrocarbon receptor nuclear translocator-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=ARNTL PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
370.0	1	sp|O00329|PK3CD_HUMAN	 	5.5	1044	119478	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform OS=Homo sapiens (Human) OX=9606 GN=PIK3CD PE=1 SV=2	5	5	1.000	2	3	2	3	2.000	3.000	 
371.0	1	sp|O00330|ODPX_HUMAN	 	35.9	501	54122	Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=PDHX PE=1 SV=3	38	38	1.000	19	19	19	19	19.000	19.000	 
372.0	1	sp|O00391|QSOX1_HUMAN	 	16.1	747	82577	Sulfhydryl oxidase 1 OS=Homo sapiens (Human) OX=9606 GN=QSOX1 PE=1 SV=3	10	10	1.000	2	8	2	8	2.000	8.000	 
373.0	1	sp|O00399|DCTN6_HUMAN	 	26.3	190	20747	Dynactin subunit 6 OS=Homo sapiens (Human) OX=9606 GN=DCTN6 PE=1 SV=1	9	9	1.000	6	3	6	3	6.000	3.000	 
374.0	1	sp|O00400|ACATN_HUMAN	 	15.7	549	60908	Acetyl-coenzyme A transporter 1 OS=Homo sapiens (Human) OX=9606 GN=SLC33A1 PE=1 SV=1	15	15	1.000	7	8	7	8	7.000	8.000	 
375.0	1	sp|O00401|WASL_HUMAN	 	29.1	505	54826	Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens (Human) OX=9606 GN=WASL PE=1 SV=2	22	22	1.000	10	12	10	12	10.000	12.000	 
376.0	1	sp|O00408|PDE2A_HUMAN	 	5.7	941	105716	cGMP-dependent 3',5'-cyclic phosphodiesterase OS=Homo sapiens (Human) OX=9606 GN=PDE2A PE=1 SV=1	5	5	1.000	1	4	1	4	1.000	4.000	 
377.0	1	sp|O00410|IPO5_HUMAN	 	42.8	1097	123629	Importin-5 OS=Homo sapiens (Human) OX=9606 GN=IPO5 PE=1 SV=4	149	142	0.953	90	59	87	55	89.289	58.235	sp|O00410|IPO5_HUMAN, sp|O60518|RNBP6_HUMAN
378.0	1	sp|O00411|RPOM_HUMAN	 	17.1	1230	138619	DNA-directed RNA polymerase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=POLRMT PE=1 SV=2	23	23	1.000	13	10	13	10	13.000	10.000	 
379.0	1	sp|O00418|EF2K_HUMAN	 	19.4	725	82143	Eukaryotic elongation factor 2 kinase OS=Homo sapiens (Human) OX=9606 GN=EEF2K PE=1 SV=2	20	20	1.000	3	17	3	17	3.000	17.000	 
380.0	1	sp|O00422|SAP18_HUMAN	 	61.4	153	17561	Histone deacetylase complex subunit SAP18 OS=Homo sapiens (Human) OX=9606 GN=SAP18 PE=1 SV=1	37	37	1.000	25	12	25	12	25.000	12.000	 
381.0	1	sp|O00425|IF2B3_HUMAN	 	47.5	579	63704	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens (Human) OX=9606 GN=IGF2BP3 PE=1 SV=2	186	143	0.769	101	85	71	72	81.944	76.799	sp|O00425|IF2B3_HUMAN, sp|Q9NZI8|IF2B1_HUMAN, sp|Q9Y6M1|IF2B2_HUMAN
382.0	1	sp|O00429|DNM1L_HUMAN	 	64.8	736	81876	Dynamin-1-like protein OS=Homo sapiens (Human) OX=9606 GN=DNM1L PE=1 SV=2	195	195	1.000	105	90	105	90	105.000	90.000	 
383.0	1	sp|O00442|RTCA_HUMAN	 	35.2	366	39336	RNA 3'-terminal phosphate cyclase OS=Homo sapiens (Human) OX=9606 GN=RTCA PE=1 SV=1	34	34	1.000	17	17	17	17	17.000	17.000	 
384.0	1	sp|O00443|P3C2A_HUMAN	 	21.4	1686	190677	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens (Human) OX=9606 GN=PIK3C2A PE=1 SV=2	64	62	0.969	33	31	31	31	32.439	31.000	REV_Q86UQ4, sp|O00443|P3C2A_HUMAN, sp|Q96EV2|RBM33_HUMAN, sp|Q96ST2|IWS1_HUMAN
385.0	1	sp|O00444|PLK4_HUMAN	 	2.0	970	108971	Serine/threonine-protein kinase PLK4 OS=Homo sapiens (Human) OX=9606 GN=PLK4 PE=1 SV=3	2	2	1.000	2	0	2	0	2.000	0.000	 
386.0	1	sp|O00458|IFRD1_HUMAN	 	21.7	451	50268	Interferon-related developmental regulator 1 OS=Homo sapiens (Human) OX=9606 GN=IFRD1 PE=1 SV=4	19	19	1.000	10	9	10	9	10.000	9.000	 
387.0	1	sp|O00459|P85B_HUMAN	 	17.3	728	81544	Phosphatidylinositol 3-kinase regulatory subunit beta OS=Homo sapiens (Human) OX=9606 GN=PIK3R2 PE=1 SV=2	14	11	0.786	5	9	3	8	3.274	8.182	sp|O00459|P85B_HUMAN, sp|P27986|P85A_HUMAN, sp|Q92569|P55G_HUMAN
388.0	1	sp|O00461|GOLI4_HUMAN	 	25.7	696	81879	Golgi integral membrane protein 4 OS=Homo sapiens (Human) OX=9606 GN=GOLIM4 PE=1 SV=1	29	29	1.000	18	11	18	11	18.000	11.000	 
389.0	1	sp|O00462|MANBA_HUMAN	 	6.8	879	100894	Beta-mannosidase OS=Homo sapiens (Human) OX=9606 GN=MANBA PE=1 SV=3	7	5	0.714	2	5	0	5	0.000	5.000	sp|O00462|MANBA_HUMAN, sp|Q9NQW7|XPP1_HUMAN
390.0	1	sp|O00463|TRAF5_HUMAN	 	13.6	557	64405	TNF receptor-associated factor 5 OS=Homo sapiens (Human) OX=9606 GN=TRAF5 PE=1 SV=2	7	6	0.857	0	7	0	6	0.000	6.667	sp|O00463|TRAF5_HUMAN, sp|Q13114|TRAF3_HUMAN
391.0	1	sp|O00468|AGRIN_HUMAN	 	22.5	2068	217318	Agrin OS=Homo sapiens (Human) OX=9606 GN=AGRN PE=1 SV=6	51	51	1.000	23	28	23	28	23.000	28.000	 
392.0	1	sp|O00469|PLOD2_HUMAN	 	25.5	737	84685	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens (Human) OX=9606 GN=PLOD2 PE=1 SV=2	66	66	1.000	32	34	32	34	32.000	34.000	 
393.0	1	sp|O00471|EXOC5_HUMAN	 	40.5	708	81852	Exocyst complex component 5 OS=Homo sapiens (Human) OX=9606 GN=EXOC5 PE=1 SV=1	50	50	1.000	31	19	31	19	31.000	19.000	 
394.0	1	sp|O00479|HMGN4_HUMAN	 	40.0	90	9539	High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens (Human) OX=9606 GN=HMGN4 PE=1 SV=3	22	12	0.545	19	3	9	3	12.103	3.000	sp|O00479|HMGN4_HUMAN, sp|P05204|HMGN2_HUMAN
395.0	1	sp|O00483|NDUA4_HUMAN	 	55.6	81	9370	Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens (Human) OX=9606 GN=NDUFA4 PE=1 SV=1	9	9	1.000	9	0	9	0	9.000	0.000	 
396.0	1	sp|O00487|PSDE_HUMAN	 	48.7	310	34577	26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens (Human) OX=9606 GN=PSMD14 PE=1 SV=1	75	75	1.000	45	30	45	30	45.000	30.000	 
397.0	1	sp|O00488|ZN593_HUMAN	 	45.5	134	15199	Zinc finger protein 593 OS=Homo sapiens (Human) OX=9606 GN=ZNF593 PE=1 SV=2	11	11	1.000	9	2	9	2	9.000	2.000	 
398.0	1	sp|O00499|BIN1_HUMAN	 	42.7	593	64699	Myc box-dependent-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=BIN1 PE=1 SV=1	58	58	1.000	27	31	27	31	27.000	31.000	 
399.0	1	sp|O00505|IMA4_HUMAN	 	32.4	521	57810	Importin subunit alpha-4 OS=Homo sapiens (Human) OX=9606 GN=KPNA3 PE=1 SV=2	51	26	0.510	25	26	14	12	17.949	15.574	sp|O00505|IMA4_HUMAN, sp|O00629|IMA3_HUMAN
400.0	1	sp|O00506|STK25_HUMAN	 	21.6	426	48111	Serine/threonine-protein kinase 25 OS=Homo sapiens (Human) OX=9606 GN=STK25 PE=1 SV=1	15	9	0.600	8	7	5	4	7.429	6.333	sp|O00506|STK25_HUMAN, sp|Q9P289|STK26_HUMAN, sp|Q9Y6E0|STK24_HUMAN
401.0	1	sp|O00507|USP9Y_HUMAN	 	13.3	2555	291074	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y OS=Homo sapiens (Human) OX=9606 GN=USP9Y PE=2 SV=2	89	1	0.011	54	35	0	1	0.000	1.739	sp|O00507|USP9Y_HUMAN, sp|Q93008|USP9X_HUMAN
402.0	1	sp|O00512|BCL9_HUMAN	 	9.3	1426	149289	B-cell CLL/lymphoma 9 protein OS=Homo sapiens (Human) OX=9606 GN=BCL9 PE=1 SV=4	10	10	1.000	5	5	5	5	5.000	5.000	 
403.0	1	sp|O00522|KRIT1_HUMAN	 	16.0	736	84347	Krev interaction trapped protein 1 OS=Homo sapiens (Human) OX=9606 GN=KRIT1 PE=1 SV=2	20	20	1.000	8	12	8	12	8.000	12.000	 
404.0	1	sp|O00541|PESC_HUMAN	 	37.2	588	68002	Pescadillo homolog OS=Homo sapiens (Human) OX=9606 GN=PES1 PE=1 SV=1	75	75	1.000	45	30	45	30	45.000	30.000	 
405.0	1	sp|O00559|RCAS1_HUMAN	 	28.2	213	24377	Receptor-binding cancer antigen expressed on SiSo cells OS=Homo sapiens (Human) OX=9606 GN=EBAG9 PE=1 SV=1	11	11	1.000	5	6	5	6	5.000	6.000	 
406.0	1	sp|O00560|SDCB1_HUMAN	 	37.2	298	32444	Syntenin-1 OS=Homo sapiens (Human) OX=9606 GN=SDCBP PE=1 SV=1	17	17	1.000	14	3	14	3	14.000	3.000	 
407.0	1	sp|O00562|PITM1_HUMAN	 	11.9	1244	134846	Membrane-associated phosphatidylinositol transfer protein 1 OS=Homo sapiens (Human) OX=9606 GN=PITPNM1 PE=1 SV=4	17	17	1.000	8	9	8	9	8.000	9.000	 
408.0	1	sp|O00566|MPP10_HUMAN	 	36.1	681	78863	U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens (Human) OX=9606 GN=MPHOSPH10 PE=1 SV=2	57	57	1.000	36	21	36	21	36.000	21.000	 
409.0	1	sp|O00567|NOP56_HUMAN	 	60.3	594	66049	Nucleolar protein 56 OS=Homo sapiens (Human) OX=9606 GN=NOP56 PE=1 SV=4	126	126	1.000	75	51	75	51	75.000	51.000	 
410.0	1	sp|O00571|DDX3X_HUMAN	 	53.5	662	73243	ATP-dependent RNA helicase DDX3X OS=Homo sapiens (Human) OX=9606 GN=DDX3X PE=1 SV=3	268	230	0.858	126	142	109	121	120.841	139.861	sp|O00571|DDX3X_HUMAN, sp|P17844|DDX5_HUMAN, sp|Q92841|DDX17_HUMAN, sp|Q9NQI0|DDX4_HUMAN
411.0	1	sp|O00592|PODXL_HUMAN	 	14.3	558	58635	Podocalyxin OS=Homo sapiens (Human) OX=9606 GN=PODXL PE=1 SV=2	14	14	1.000	9	5	9	5	9.000	5.000	 
412.0	1	sp|O00622|CCN1_HUMAN	 	27.3	381	42026	CCN family member 1 OS=Homo sapiens (Human) OX=9606 GN=CCN1 PE=1 SV=1	18	18	1.000	11	7	11	7	11.000	7.000	 
413.0	1	sp|O00625|PIR_HUMAN	 	47.2	290	32113	Pirin OS=Homo sapiens (Human) OX=9606 GN=PIR PE=1 SV=1	42	42	1.000	19	23	19	23	19.000	23.000	 
414.0	1	sp|O00629|IMA3_HUMAN	 	36.9	521	57886	Importin subunit alpha-3 OS=Homo sapiens (Human) OX=9606 GN=KPNA4 PE=1 SV=1	85	60	0.706	36	49	25	35	32.051	45.426	sp|O00505|IMA4_HUMAN, sp|O00629|IMA3_HUMAN
